Participant_number,Phase,Trial,Image Left,Image Right,Value Left,Value Right,Choice,Gained Value,Decision Time,Feedback Time
6,Training,1,images/b_trial.png,images/a1_trial.png,44.0,57.0,left,44.0,4.4345918750041164,3.3449590419768356
6,Training,2,images/b_trial.png,images/a1_trial.png,1.0,67.0,right,67.0,1.9148043330060318,5.2600991249782965
6,Training,3,images/b_trial.png,images/c_trial.png,92.0,27.0,left,92.0,2.58382562501356,5.338450250041205
6,Training,4,images/a1_trial.png,images/c_trial.png,23.0,14.0,right,14.0,3.1071732499985956,3.487414917035494
6,Training,5,images/a2_trial.png,images/b_trial.png,42.0,91.0,right,91.0,3.068304957996588,5.693770082958508
6,Learning Part 1,1,images/tibetian/a1_N.png,images/tibetian/b_N.png,52.45926650770918,69.94800159523264,right,69.94800159523264,7.042366874986328,11.08712454198394
6,Learning Part 1,2,images/tibetian/a1_N.png,images/tibetian/b_N.png,63.31865971833271,47.701296492504895,right,47.701296492504895,0.8928788750199601,8.169264625001233
6,Learning Part 1,3,images/tibetian/a1_N.png,images/tibetian/b_N.png,69.50651397654472,66.84008719719932,left,69.50651397654472,3.328182041994296,11.600806917005684
6,Learning Part 1,4,images/tibetian/a2_N.png,images/tibetian/c_N.png,48.505462417044534,48.46609990104647,left,48.505462417044534,5.068780250032432,12.546616624982562
6,Learning Part 1,5,images/tibetian/a1_N.png,images/tibetian/b_N.png,73.39610908979962,32.93478818503333,left,73.39610908979962,3.5348796249600127,7.7429208339890465
6,Learning Part 1,6,images/tibetian/a2_N.png,images/tibetian/c_N.png,69.04935440681909,26.66445367251083,left,69.04935440681909,10.096239749982487,3.932898541970644
6,Learning Part 1,7,images/tibetian/a2_N.png,images/tibetian/c_N.png,46.50961571947009,43.11093535947083,right,43.11093535947083,1.8707692499738187,9.105076666979585
6,Learning Part 1,8,images/tibetian/a2_N.png,images/tibetian/c_N.png,70.25677377660323,38.68317647626697,left,70.25677377660323,2.3769877500017174,4.832276292028837
6,Learning Part 1,9,images/tibetian/a2_N.png,images/tibetian/c_N.png,65.50476497754094,33.99475614504047,left,65.50476497754094,1.683329582971055,6.1538284159614705
6,Learning Part 1,10,images/tibetian/a1_N.png,images/tibetian/b_N.png,81.12161119347614,18.867228939054783,left,81.12161119347614,1.7050895830034278,9.295068499981426
6,Learning Part 1,11,images/tibetian/a1_N.png,images/tibetian/b_N.png,74.44481754877202,47.67741112055543,left,74.44481754877202,2.6075605420046486,9.018186083005276
6,Learning Part 1,12,images/tibetian/a2_N.png,images/tibetian/c_N.png,61.6283450704386,26.901840522150064,left,61.6283450704386,3.049525667040143,6.638670207990799
6,Learning Part 1,13,images/tibetian/a2_N.png,images/tibetian/c_N.png,66.14454326445062,44.745774076906365,left,66.14454326445062,1.4727960000163876,3.635795167007018
6,Learning Part 1,14,images/tibetian/a1_N.png,images/tibetian/b_N.png,53.960172896629025,70.49764357339586,left,53.960172896629025,1.6461927909986116,6.792039665975608
6,Learning Part 1,15,images/tibetian/a2_N.png,images/tibetian/c_N.png,65.5078587340737,46.77893373767227,left,65.5078587340737,1.5317219169810414,3.1034583330038004
