Participant_number,Phase,Trial,Image Left,Image Right,Value Left,Value Right,Choice,Gained Value,Decision Time,Feedback Time
1,Training,1,images/a2_trial.png,images/c_trial.png,57.0,37.0,right,37.0,3.045742124959361,3.108189707971178
1,Training,2,images/b_trial.png,images/c_trial.png,6.0,57.0,left,6.0,2.906829999992624,1.7074773749918677
1,Training,3,images/a2_trial.png,images/b_trial.png,92.0,76.0,left,92.0,2.713097125000786,3.525209708022885
1,Training,4,images/c_trial.png,images/a1_trial.png,57.0,16.0,right,16.0,2.7612375410390086,1.3466305829933845
1,Training,5,images/a1_trial.png,images/a2_trial.png,67.0,45.0,right,45.0,1.9431217919918709,1.1325881659868173
1,Learning Part 1,1,images/tibetian/a2_N.png,images/tibetian/c_N.png,64.45435782665476,56.092148667573056,left,64.45435782665476,5.61493945895927,1.786598166974727
1,Learning Part 1,2,images/tibetian/a1_N.png,images/tibetian/b_N.png,81.28465607437931,44.109649127659125,right,44.109649127659125,1.6476102499873377,1.076177083014045
1,Learning Part 1,3,images/tibetian/a2_N.png,images/tibetian/c_N.png,76.2106405832331,56.69637978740966,left,76.2106405832331,1.9092284579528496,0.9156499999808148
1,Learning Part 1,4,images/tibetian/a2_N.png,images/tibetian/c_N.png,63.76980876843771,49.864425148747515,left,63.76980876843771,2.371403500030283,2.379955166950822
1,Learning Part 1,5,images/tibetian/a2_N.png,images/tibetian/c_N.png,62.46980851332192,56.11874029304707,left,62.46980851332192,3.635064375004731,2.5399956660112366
1,Learning Part 1,6,images/tibetian/a1_N.png,images/tibetian/b_N.png,79.88740313029169,13.719643090764059,left,79.88740313029169,4.99794849997852,0.8842552910209633
1,Learning Part 1,7,images/tibetian/a2_N.png,images/tibetian/c_N.png,50.96084767627224,48.4530649374168,left,50.96084767627224,4.740672958025243,0.8679967499920167
1,Learning Part 1,8,images/tibetian/a1_N.png,images/tibetian/b_N.png,69.31167884156932,73.76373196169773,left,69.31167884156932,1.7615877090138383,1.1861696250271052
1,Learning Part 1,9,images/tibetian/a1_N.png,images/tibetian/b_N.png,31.696597006056273,85.20073311598769,left,31.696597006056273,1.0033104589674622,1.8229237500345334
1,Learning Part 1,10,images/tibetian/a1_N.png,images/tibetian/b_N.png,75.25524851785649,56.84497037545258,right,56.84497037545258,1.216849165968597,2.603846792015247
1,Learning Part 1,11,images/tibetian/a1_N.png,images/tibetian/b_N.png,54.19172103912487,69.0141867915067,left,54.19172103912487,0.850957415997982,10.941475083993282
1,Learning Part 1,12,images/tibetian/a1_N.png,images/tibetian/b_N.png,59.858369608102436,60.089243708251125,left,59.858369608102436,1.325452207995113,1.0203965420369059
1,Learning Part 1,13,images/tibetian/a1_N.png,images/tibetian/b_N.png,63.98662665836324,68.81719607865007,right,68.81719607865007,0.8762410419876687,1.1415490419603884
1,Learning Part 1,14,images/tibetian/a1_N.png,images/tibetian/b_N.png,67.48420746906561,55.4836358332912,right,55.4836358332912,1.4102227499824949,0.9523489170242101
1,Learning Part 1,15,images/tibetian/a1_N.png,images/tibetian/b_N.png,55.92090383697309,52.383232211313285,left,55.92090383697309,1.123202749993652,1.3158305000397377
1,Learning Part 1,16,images/tibetian/a1_N.png,images/tibetian/b_N.png,52.49684831169776,76.8072720217179,left,52.49684831169776,3.5424136669607833,1.099473542009946
1,Learning Part 1,17,images/tibetian/a1_N.png,images/tibetian/b_N.png,41.6676247968276,51.93547415502565,right,51.93547415502565,0.8129722910234705,1.166383958014194
1,Learning Part 1,18,images/tibetian/a2_N.png,images/tibetian/c_N.png,56.099045930100274,37.77715816338682,right,37.77715816338682,5.0653224169509485,0.9547949580010027
1,Learning Part 1,19,images/tibetian/a1_N.png,images/tibetian/b_N.png,64.76321875553775,48.358753321557934,left,64.76321875553775,1.6254680000129156,0.9044194589951076
1,Learning Part 1,20,images/tibetian/a1_N.png,images/tibetian/b_N.png,75.89138672570438,56.04839721423979,left,75.89138672570438,2.518784791987855,1.1196786669897847
1,Learning Part 1,21,images/tibetian/a2_N.png,images/tibetian/c_N.png,64.28792176093576,41.57940157390115,left,64.28792176093576,4.776383875054307,0.9594604589510709
1,Learning Part 1,22,images/tibetian/a1_N.png,images/tibetian/b_N.png,79.95595300199815,46.36860175991427,right,46.36860175991427,1.2970210000057705,1.8032546659815125
1,Learning Part 1,23,images/tibetian/a2_N.png,images/tibetian/c_N.png,55.6809899522649,38.21125934064399,left,55.6809899522649,1.952573582995683,0.9513135000015609
1,Learning Part 1,24,images/tibetian/a1_N.png,images/tibetian/b_N.png,76.43996762193922,49.385211692672655,right,49.385211692672655,2.3144209159654565,0.8226692500174977
1,Learning Part 1,25,images/tibetian/a1_N.png,images/tibetian/b_N.png,65.61082597513892,57.71623349011974,left,65.61082597513892,1.9338739170343615,0.9174571250332519
1,Learning Part 1,26,images/tibetian/a1_N.png,images/tibetian/b_N.png,37.33254266345361,49.637418307731174,left,37.33254266345361,2.2782659170334227,0.7614302500151098
1,Learning Part 1,27,images/tibetian/a1_N.png,images/tibetian/b_N.png,41.32429454270101,60.94966534655985,left,41.32429454270101,1.2060744589543901,1.073913459025789
1,Learning Part 1,28,images/tibetian/a2_N.png,images/tibetian/c_N.png,61.65105584972699,32.34499428999897,left,61.65105584972699,3.0610939170001075,0.8755360420327634
1,Learning Part 1,29,images/tibetian/a2_N.png,images/tibetian/c_N.png,37.49542268909124,61.26812240297351,left,37.49542268909124,2.104293874988798,0.95605658297427
1,Learning Part 1,30,images/tibetian/a2_N.png,images/tibetian/c_N.png,40.14146876913934,60.245429827736935,left,40.14146876913934,1.5653692919877358,0.9055196670233272
1,Learning Part 1,31,images/tibetian/a1_N.png,images/tibetian/b_N.png,64.2693293918246,72.47341094290337,left,64.2693293918246,4.540591249999125,0.751638957997784
1,Learning Part 1,32,images/tibetian/a2_N.png,images/tibetian/c_N.png,66.02250210272771,49.40029804566447,left,66.02250210272771,2.012134041986428,0.9776958340080455
1,Learning Part 1,33,images/tibetian/a2_N.png,images/tibetian/c_N.png,89.58997235109845,20.283961320886977,right,20.283961320886977,1.5223171249963343,0.859673583006952
1,Learning Part 1,34,images/tibetian/a2_N.png,images/tibetian/c_N.png,68.21378170873328,41.50816139661925,left,68.21378170873328,1.4271643750253133,0.9834700409555808
1,Learning Part 1,35,images/tibetian/a1_N.png,images/tibetian/b_N.png,78.28192537893693,58.90521124893183,left,78.28192537893693,2.751457375008613,1.006641749991104
1,Learning Part 1,36,images/tibetian/a2_N.png,images/tibetian/c_N.png,59.01667711431263,39.352508704728464,left,59.01667711431263,4.287456166988704,1.05206208396703
1,Learning Part 1,37,images/tibetian/a1_N.png,images/tibetian/b_N.png,74.93231459619003,47.58780839586554,left,74.93231459619003,3.177498957957141,0.805373375013005
1,Learning Part 1,38,images/tibetian/a2_N.png,images/tibetian/c_N.png,58.96303415514026,43.03026918651583,left,58.96303415514026,3.581439874949865,0.9639981249929406
