Participant_number,Image_Left,Image_Right,Selected_Degree,Reaction_Time
7,images/tibetian/a1_N.png,images/tibetian/a2_N.png,85.2,52.20435285568237
7,images/tibetian/a1_N.png,images/tibetian/b_N.png,46.8,15.64138913154602
7,images/tibetian/a1_N.png,images/tibetian/c_N.png,29.4,9.927107095718384
7,images/tibetian/a2_N.png,images/tibetian/b_N.png,22.4,14.24922800064087
7,images/tibetian/a2_N.png,images/tibetian/c_N.png,1.2,7.641412973403931
7,images/tibetian/b_N.png,images/tibetian/c_N.png,32.0,11.044898986816406
7,images/tibetian/a1_Z.png,images/tibetian/a2_Z.png,97.0,10.439926862716675
7,images/tibetian/a1_Z.png,images/tibetian/b_Z.png,27.4,8.814298152923584
7,images/tibetian/a1_Z.png,images/tibetian/c_Z.png,45.8,19.335134029388428
7,images/tibetian/a2_Z.png,images/tibetian/b_Z.png,0.8,3.8962690830230713
7,images/tibetian/a2_Z.png,images/tibetian/c_Z.png,0.8,6.090747117996216
7,images/tibetian/b_Z.png,images/tibetian/c_Z.png,47.4,16.488935232162476
7,images/tibetian/a1_P.png,images/tibetian/a2_P.png,80.0,16.626564264297485
7,images/tibetian/a1_P.png,images/tibetian/b_P.png,5.0,3.424471855163574
7,images/tibetian/a1_P.png,images/tibetian/c_P.png,0.8,3.630948066711426
7,images/tibetian/a2_P.png,images/tibetian/b_P.png,-0.2,5.7934958934783936
7,images/tibetian/a2_P.png,images/tibetian/c_P.png,0.0,5.138162136077881
7,images/tibetian/b_P.png,images/tibetian/c_P.png,36.8,7.391232967376709
7,images/tibetian/a1_N.png,images/tibetian/a2_Z.png,88.4,39.15596389770508
7,images/tibetian/a1_N.png,images/tibetian/a2_P.png,52.0,8.315088748931885
7,images/tibetian/a1_Z.png,images/tibetian/a2_N.png,55.6,17.068519830703735
7,images/tibetian/a1_Z.png,images/tibetian/a2_P.png,89.4,3.620601177215576
7,images/tibetian/a1_P.png,images/tibetian/a2_N.png,14.6,14.178106784820557
7,images/tibetian/a1_P.png,images/tibetian/a2_Z.png,56.4,8.181296825408936
7,images/tibetian/b_N.png,images/tibetian/c_Z.png,60.2,13.225478887557983
7,images/tibetian/b_N.png,images/tibetian/c_P.png,12.8,13.92419695854187
7,images/tibetian/b_Z.png,images/tibetian/c_N.png,8.8,8.174006938934326
7,images/tibetian/b_Z.png,images/tibetian/c_P.png,4.0,3.8426060676574707
7,images/tibetian/b_P.png,images/tibetian/c_N.png,46.6,6.348921060562134
7,images/tibetian/b_P.png,images/tibetian/c_Z.png,32.0,3.7121100425720215
