Participant_number,Image_Left,Image_Right,Selected_Degree,Reaction_Time
3,images/tibetian/a1_N.png,images/tibetian/a2_N.png,49.6,22.891842126846313
3,images/tibetian/a1_N.png,images/tibetian/b_N.png,90.8,23.19279909133911
3,images/tibetian/a1_N.png,images/tibetian/c_N.png,9.2,12.829145908355713
3,images/tibetian/a2_N.png,images/tibetian/b_N.png,3.6,7.6994850635528564
3,images/tibetian/a2_N.png,images/tibetian/c_N.png,3.6,2.7155580520629883
3,images/tibetian/b_N.png,images/tibetian/c_N.png,92.0,12.158563137054443
3,images/tibetian/a1_Z.png,images/tibetian/a2_Z.png,95.0,8.57905387878418
3,images/tibetian/a1_Z.png,images/tibetian/b_Z.png,95.6,16.47386598587036
3,images/tibetian/a1_Z.png,images/tibetian/c_Z.png,6.4,9.878098249435425
3,images/tibetian/a2_Z.png,images/tibetian/b_Z.png,4.6,7.197191953659058
3,images/tibetian/a2_Z.png,images/tibetian/c_Z.png,4.6,4.001497745513916
3,images/tibetian/b_Z.png,images/tibetian/c_Z.png,6.2,8.856918096542358
3,images/tibetian/a1_P.png,images/tibetian/a2_P.png,5.0,13.543546915054321
3,images/tibetian/a1_P.png,images/tibetian/b_P.png,5.0,2.858069896697998
3,images/tibetian/a1_P.png,images/tibetian/c_P.png,95.0,10.691929817199707
3,images/tibetian/a2_P.png,images/tibetian/b_P.png,3.8,7.999807834625244
3,images/tibetian/a2_P.png,images/tibetian/c_P.png,3.8,2.6777098178863525
3,images/tibetian/b_P.png,images/tibetian/c_P.png,96.0,10.991111040115356
3,images/tibetian/a1_N.png,images/tibetian/a2_Z.png,96.0,6.034264087677002
3,images/tibetian/a1_N.png,images/tibetian/a2_P.png,96.0,1.9277229309082031
3,images/tibetian/a1_Z.png,images/tibetian/a2_N.png,96.0,2.5710339546203613
3,images/tibetian/a1_Z.png,images/tibetian/a2_P.png,96.0,1.388819932937622
3,images/tibetian/a1_P.png,images/tibetian/a2_N.png,4.0,6.586362838745117
3,images/tibetian/a1_P.png,images/tibetian/a2_Z.png,96.8,4.104935169219971
3,images/tibetian/b_N.png,images/tibetian/c_Z.png,96.8,2.595641851425171
3,images/tibetian/b_N.png,images/tibetian/c_P.png,3.6,9.152475118637085
3,images/tibetian/b_Z.png,images/tibetian/c_N.png,3.6,3.216318130493164
3,images/tibetian/b_Z.png,images/tibetian/c_P.png,3.6,4.7995781898498535
3,images/tibetian/b_P.png,images/tibetian/c_N.png,4.4,9.663438081741333
3,images/tibetian/b_P.png,images/tibetian/c_Z.png,4.4,2.918447256088257
